orf,chr,gene,geneflag,WtMean,MutMean,WtMean2,MutMean2,fold.mut.by.wt,p,p.paired,sd.ratio
orf19.1225,Chr2,,1,386.94,949.23,409.9,641.88,1.57,0.33,0.19,0.75
orf19.3462,Chr2,SAR1,1,3868.96,7751.22,4773.97,4583.67,0.96,0.97,0.84,0.29
orf19.3517,ChrR,,1,508.5,894.7,562.45,580.54,1.03,0.64,0.54,0.91
orf19.2021,Chr2,HXT5/HGT8/HGT11/HXT3/HXT7,1,43576.89,57178.58,56158.37,40046.84,0.71,0.04,0.04,0.25
orf19.1677,Chr3,,1,389.43,801.85,399.94,482.81,1.21,0.46,0.39,3.58
orf19.3260,Chr2,,1,1126.21,2325.25,1343.6,1437.98,1.07,0.83,0.52,0.17
orf19.1148,Chr1,,1,219.82,263.13,188.33,167.85,0.88,0.55,0.57,14.22
orf19.616,Chr?,,1,460.1,768.5,528.3,538.2,1.02,0.66,0.57,1.77
orf19.2168,Chr2,YOP1,1,2821.69,8097.31,3533.32,4921.41,1.39,0.05,0.03,0.35
orf19.6986,Chr3,,1,245.03,426.92,212.97,257.3,1.21,0.36,0.39,65.41
orf19.5192,Chr7,,1,304.94,429.96,285.33,250.76,0.88,1,1,1.06
orf19.1722,Chr3,,1,204.92,244.72,174.68,159.61,0.85,0.56,0.59,3.45
orf19.3333,Chr1,NAB2,1,958.45,1971.84,1127.62,1191.63,1.06,0.85,0.46,0.22
orf19.4441,Chr1,DNA43,1,265.26,396.82,242.24,243.54,1.01,0.59,0.65,3.3
orf19.4690,Chr4,SMF12,1,1260.25,1622.79,1379.44,901.04,0.65,0.38,0.01,0.14
orf19.2991,Chr1,HOL1,1,700.5,1535.33,813.62,1016.7,1.25,0.47,0.23,1.09
orf19.1059,Chr1,HHF1/HHF21,1,31025.88,43420.87,40294.63,32087.43,0.8,0.41,0.22,0.44
orf19.1140,Chr1,,1,3094.49,6471.59,3970.32,4134.64,1.04,0.8,0.1,0.02
orf19.6676,Chr5,DPH5,1,2785.42,3409.76,3356.04,2182.08,0.65,0.18,0.06,0.23
orf19.567,Chr5,TFB3,1,516.67,634.11,602.19,453.09,0.75,0.76,0.62,1.08
orf19.3193,Chr5,YAP3(FCR3)/FCR3,1,883.44,1154.72,1090.37,813.55,0.75,0.59,0.26,0.57
orf19.5081,Chr1,FUN12,1,3807.95,7271.46,4729.33,4397.6,0.93,0.89,0.36,0.21
orf19.2039,Chr2,MSF1,1,1396.82,2291.1,1598.21,1343.51,0.84,0.62,0.16,0.18
orf19.6133,ChrR,PIF1,1,718.92,1227.81,787.83,693.24,0.88,0.49,0.16,0.28
orf19.4585,Chr4,TFG1,1,1679.32,3017,2054.52,1885.52,0.92,0.83,0.28,0.19
orf19.835,Chr2,,1,526.68,674.44,549.51,414.04,0.75,0.2,0.09,0.26
orf19.716,Chr1,,1,406.76,1343.26,414,761.98,1.84,0.07,0.05,0.99
orf19.6928,Chr3,SAP9,1,3152.9,5832.49,3878.97,3792.73,0.98,0.94,0.74,0.27
orf19.5508,Chr7,,1,361.09,712.98,357.59,417.87,1.17,0.64,0.63,0.94
orf19.935,Chr5,AGA1,1,1525.74,3080.83,2004.82,2205.72,1.1,0.83,0.39,0.25
orf19.1258,Chr4,,1,696.57,1529.81,774.42,905.28,1.17,0.42,0.23,0.34
orf19.3546,Chr2,PEX2,1,500.66,815.79,538,502.98,0.93,0.9,0.85,0.39
orf19.5558,Chr6,RBF1,1,1241.54,1435.98,1434.21,895.62,0.62,0.11,0.02,0.19
orf19.519,ChrR,RRN10,1,775.99,1692.71,934.96,1123.77,1.2,0.39,0.08,0.31
orf19.5143,Chr7,TIM54,1,1082.95,1925.22,1280.46,1137.8,0.89,0.84,0.59,0.35
orf19.7053,Chr7,GAC1,1,950.09,3263.23,1101.68,2019.43,1.83,0.28,0.02,1.33
orf19.861,Chr2,,1,528.96,874.22,578.05,560.79,0.97,0.98,0.96,0.26
orf19.6425,ChrR,SKI2,1,1059.62,1617.26,1202.1,960.64,0.8,0.28,0.1,0.19
orf19.2368,Chr6,LIN1,1,395.86,678.44,442.09,448.26,1.01,0.53,0.48,2.42
orf19.2342,Chr1,SFT2,1,587.44,1322.04,695.16,865.05,1.24,0.49,0.11,0.41
orf19.4127,Chr2,,1,1481.59,2884.91,1853.51,1820.85,0.98,0.85,0.71,0.18
orf19.5030,Chr1,DOS2,1,371.72,677.5,377.58,421.91,1.12,0.56,0.41,2.04
orf19.3226,Chr2,NPC2,1,1093.57,2099.61,1275.64,1304.16,1.02,0.87,0.63,0.15
orf19.5292,Chr4,AXL2,1,351.07,612.53,337.66,353.97,1.05,0.81,0.75,0.81
orf19.2294.1,Chr?,CTA2.3,1,9403.6,16911.74,12636.73,10316.22,0.82,0.47,0.48,0.31
orf19.7458,Chr3,,1,404.34,901.75,433.48,544.58,1.26,0.34,0.27,1.87
orf19.3701,Chr7,,1,457.92,532.1,478.36,314.09,0.65,0.73,0.7,2.29
orf19.6404,ChrR,GSH2,1,2938.51,5453.84,3669.12,3403.1,0.93,0.69,0.39,0.2
orf19.6527,Chr7,PRM10,1,1957.72,3370.17,2411.22,2164.21,0.9,0.42,0.15,0.15
orf19.1950,Chr5,,1,1028.02,1650.27,1248.18,1131.78,0.91,0.82,0.61,1.93
orf19.5206,Chr2,SHQ1,1,630.38,879.47,680.58,533.94,0.78,0.25,0.02,0.12
orf19.163,ChrR,PAN6,1,561.54,1030.69,603.48,578.82,0.95,0.58,0.52,6.24
orf19.4596,Chr4,,1,613.15,1259.08,704.9,806.99,1.14,0.44,0.18,0.29
orf19.874,Chr2,,1,965.7,1918.32,1207.55,1306.15,1.08,0.77,0.18,0.11
orf19.3968,Chr5,,1,190.96,269.11,154.19,166.84,0.95,0.53,0.55,2.3
orf19.3838,Chr4,EFB1,1,25031.23,46728.9,32519.4,29952.09,0.92,0.98,0.97,0.34
orf19.5846,ChrR,TFB2,1,458.98,865.32,505.92,569.83,1.13,0.58,0.38,1.3
orf19.5012,Chr1,,1,220.01,302.94,195.47,196.52,0.97,0.53,0.55,7.01
orf19.876,Chr2,PGA33,1,1599.66,2842.62,1879.77,1744.78,0.93,0.81,0.54,0.29
orf19.6837,Chr1,,1,1828.7,2900.38,2253.21,1805.97,0.8,0.26,0.02,0.13
orf19.1207,Chr?,,1,196.75,257.73,159.8,163.07,0.95,0.53,0.55,3.82
orf19.760,Chr1,GON5,1,355.35,765.04,360.34,454.07,1.26,0.26,0.21,0.78
orf19.3347,Chr1,RPB7,1,730.54,1397.13,827.39,896.02,1.08,0.6,0.51,0.27
orf19.1250,Chr4,,1,1338.47,3818.92,1553.01,2208.38,1.42,0.18,0.05,0.38
orf19.5350,Chr4,CTK3,1,685.32,1592.98,811.48,1049.55,1.29,0.45,0.06,0.35
orf19.3823,Chr4,ZDS1/CES1,1,916.7,1846.76,1051.37,1084.35,1.03,0.99,0.96,0.24
orf19.7170,Chr7,,1,291.64,406.51,267.16,244.27,0.91,0.99,0.99,1.19
orf19.3266,Chr2,,1,338.38,639.93,332.73,391.47,1.18,0.46,0.4,1.07
orf19.6356,Chr1,PRP6,1,335.9,458.58,325.32,271.52,0.83,0.71,0.71,0.91
orf19.1393,Chr2,FLX2,1,500.97,1077.83,542.53,644.34,1.19,0.53,0.43,0.64
orf19.3998,Chr5,,1,353.64,608.94,366.45,396.4,1.08,0.66,0.7,1.08
orf19.6917,Chr7,,1,326.09,557.03,327.13,330.31,1.01,0.82,0.85,1.57
orf19.5376,Chr3,PAK2(YER129W),1,306.44,406.2,288.69,247.61,0.86,0.86,0.88,0.92
orf19.5938,Chr3,SEN1,1,731.76,1166.2,828.84,738.34,0.89,0.96,0.9,1.45
orf19.7643,ChrR,COQ2,1,1579.76,3168.63,1890.33,2010.59,1.06,0.93,0.86,0.23
orf19.6626,ChrR,,1,589.62,1075.21,668.81,719.69,1.08,0.7,0.51,0.23
orf19.2529,ChrR,,1,983.43,1709.92,1201.47,1064.4,0.89,0.61,0.51,0.19
orf19.450,Chr1,,1,273.15,439.71,266.27,301.02,1.13,0.36,0.36,4.01
orf19.7305,ChrR,,1,656.31,1123.65,758.71,764.48,1.01,0.94,0.87,0.28
orf19.3223,Chr2,ATP3,1,9241.27,20055.87,11239.46,11498.71,1.02,0.94,0.9,0.37
orf19.3783,Chr4,,1,403.04,572.75,452.01,348.24,0.77,0.81,0.86,1.23
orf19.4449,Chr1,LYS7,1,3070.84,6257.37,4119.08,3967.04,0.96,0.91,0.86,0.39
orf19.4265,Chr5,UAP1/YDL103,1,992.86,1118.32,1141.1,704.25,0.62,0.11,0.03,0.25
orf19.4266,Chr5,SPR28,1,315.89,447.06,312.31,297.22,0.94,0.49,0.48,7.72
orf19.6552,Chr7,ERV2,1,712.62,1898.85,831.47,1200.66,1.44,0.25,0.02,0.41
orf19.1397,Chr2,CYB4,1,451.36,674.86,482.53,452.47,0.94,0.88,0.84,2.05
orf19.2121,Chr6,ALS4,1,1726.18,1458.62,1953.07,885.2,0.45,0.04,0.04,0.41
orf19.1762,Chr2,,1,689.19,1277.25,777.56,827.99,1.06,0.55,0.44,6.64
orf19.6179,Chr3,,1,195.84,262.44,158.37,167.53,0.98,0.52,0.55,3.69
orf19.4991,Chr1,MPT5,1,450.84,736.7,472.2,435.31,0.92,0.76,0.71,0.47
orf19.7223,Chr1,,1,359.23,565.4,347.83,337.19,0.97,0.93,0.91,0.86
orf19.356,Chr3,GST4,1,411.69,532.54,428.08,330.86,0.77,0.35,0.37,0.55
orf19.7401,Chr3,ISW2,1,593.38,934.36,652.51,562.45,0.86,0.64,0.37,0.29
orf19.1539,Chr2,,1,267.84,433.17,244.98,271.06,1.08,0.45,0.45,2.94
orf19.484,ChrR,MRPL40,1,2072.55,4234.72,2435.35,2413.7,0.99,0.82,0.62,0.22
orf19.3712,ChrR,,1,3978.83,10603.38,5311.44,7408.33,1.39,0.5,0.16,0.28
orf19.4180,Chr4,SEC72,1,1311.37,2661.26,1672.37,1709.02,1.02,0.77,0.45,0.4
orf19.5236.1,Chr1,SRT1,1,313.8,498.04,303.8,303.97,0.99,0.51,0.5,7.75
orf19.2537,ChrR,,1,602.75,1028.62,740.57,767.08,1.04,0.87,0.85,1.1
orf19.2278,Chr2,,1,800.99,2169.39,938.03,1313.04,1.4,0.3,0.01,0.26
orf19.2095,Chr2,,1,2491.83,6234.13,3289.89,4252.14,1.29,0.49,0.1,0.26
orf19.5825.1,Chr2,NCB2,1,1026.83,2147.87,1239.02,1306.43,1.05,0.66,0.43,0.19
orf19.1863,Chr2,,1,276.96,463.83,265.37,302.61,1.14,0.41,0.44,9.14
orf19.5077,Chr1,,1,1701.43,4273.64,2092.43,2591.31,1.24,0.4,0.15,0.17
orf19.1952,Chr5,,1,265.72,392.07,247.07,244.43,0.99,0.7,0.74,3.27
orf19.5918,Chr3,,1,197.72,278.02,165,178.14,0.98,0.53,0.56,3.22
orf19.4802,Chr1,FTH1,1,303.91,530.45,302.48,332.39,1.1,0.42,0.48,2.07
orf19.1416,Chr4,COX11,1,822.55,2266.83,950.36,1399.38,1.47,0.19,0,0.26
orf19.1861,Chr2,,1,1643.34,3623.85,2157.05,2625.73,1.22,0.76,0.23,0.18
orf19.3774.1,Chr4,PPG1,1,592.81,1293.58,647.57,797.54,1.23,0.49,0.05,0.27
orf19.1517,Chr2,ARO3,1,3983.4,10812.2,4765.55,6019.99,1.26,0.69,0.21,0.35
orf19.3265,Chr2,TRM1 ,1,775.18,1328.88,842.68,780.44,0.93,0.75,0.61,2.35
orf19.3479,Chr2,,1,288.04,438.02,267.46,266.17,1,0.83,0.86,1.83
orf19.1634,Chr3,,1,832.06,1477.1,935.25,951.98,1.02,0.91,0.8,0.34
orf19.95,Chr6,,1,274.55,446.46,267.78,278.57,1.04,0.42,0.48,4.39
orf19.517,ChrR,HAP3,1,1286.6,2739.03,1544.11,1780.26,1.15,0.38,0.24,0.25
orf19.7265,Chr1,SAD1,1,1387.18,2734.94,1649.17,1649.4,1,0.92,0.84,0.11
orf19.4858,Chr1,VSP41/VPS41,1,534.22,904.91,550.8,515.14,0.94,0.77,0.32,0.19
orf19.6551.1,Chr7,GOS1,1,379.43,849.45,408.2,555.1,1.36,0.23,0.13,1.79
orf19.4620,Chr4,MRS5,1,310.19,591.16,302.28,347.85,1.15,0.47,0.48,2.01
orf19.5576,Chr6,PNK1/YDR531W,1,1803.49,3315.61,2240.21,2066.48,0.92,0.85,0.5,0.17
orf19.3213,Chr5,,1,407.98,663.8,420.04,432.38,1.03,0.69,0.65,1.95
orf19.4153,Chr5,ULA1,1,263.4,390.21,248.58,257.4,1.02,0.46,0.48,4.83
orf19.620,Chr?,,1,1145.35,1556.9,1615.14,1184.74,0.73,0.89,0.75,0.53
orf19.535,ChrR,RBR1/PGA20,1,20794.8,29849.55,24332.32,16177.58,0.66,0.27,0.03,0.26
orf19.316,Chr3,SEC13,1,1134.88,2132.06,1307.3,1188.73,0.91,0.6,0.19,0.18
orf19.5974,Chr3,APG9,1,1218.68,1999.65,1485.93,1264.01,0.85,0.49,0.01,0.08
orf19.3149,Chr2,LSP1,1,8427.99,16486.84,10995.94,10928.22,0.99,0.83,0.53,0.25
orf19.3691,Chr1,,1,365.01,584.73,363.81,369.66,1.02,0.62,0.58,0.95
orf19.1370,Chr2,,1,333.03,477.15,339.58,312,0.92,0.8,0.78,2.69
orf19.245,Chr3,DDC1,1,246.01,399.26,216.39,241.99,1.12,0.47,0.54,6.77
orf19.4621,Chr4,,1,836.78,1349.08,945.72,786.47,0.83,0.36,0.16,0.23
orf19.7081,Chr7,NSF1/SPL1/NFS1,1,3446.4,8933.24,4368.07,5816.44,1.33,0.45,0.18,0.46
orf19.4213,Chr6,FET32,1,267.4,421.83,246.43,265.84,1.06,0.44,0.44,5.13
orf19.1852,Chr1,,1,612.49,1776.42,706.54,1088,1.54,0.17,0.04,0.26
orf19.4032,Chr5,RPN5,1,1348.71,1467.66,1580.79,973.48,0.62,0.04,0.05,0.43
orf19.4798,Chr1,EFR3,1,6532.66,12023.4,8770.28,7569.35,0.86,0.75,0.27,0.36
orf19.7358,Chr3,,1,249.4,404.12,226.26,246.46,1.09,0.45,0.51,5.74
orf19.94,Chr6,,1,1750.21,4465.15,2209.45,2676.49,1.21,0.59,0.13,0.37
orf19.576,Chr5,CTF8,1,1078.53,1303.21,1336.39,775.55,0.58,0.89,0.86,17.99
orf19.1391,Chr2,,1,366.54,572.93,371.83,352.56,0.95,0.79,0.79,1.92
orf19.4668,Chr4,SCW11,1,286.77,478.05,273.48,307.85,1.12,0.41,0.42,67.88
orf19.4860,Chr1,,1,563.34,1071.43,608.7,640.08,1.05,0.78,0.63,0.27
orf19.1447,Chr2,,1,511.69,637.72,534.72,372.73,0.7,0.24,0.11,0.43
orf19.1152,Chr1,,1,692.42,1340.16,826.45,948.92,1.15,0.89,0.71,0.29
orf19.6652,ChrR,DBP8,1,677.1,1299.67,764.34,815.19,1.07,0.48,0.24,0.14
orf19.6846,Chr1,PHO85,1,1446.39,3154.8,1763.32,1945.39,1.1,0.47,0.16,0.16
orf19.47,Chr?,,1,456.13,728.24,463.93,432.38,0.93,0.85,0.78,0.48
orf19.2163,Chr6,,1,1615.92,3175.89,1947.54,1952.54,1,0.96,0.89,0.22
orf19.654,ChrR,CIS32,1,233.79,380.48,205.86,233.76,1.14,0.34,0.41,14.38
orf19.927,Chr5,,1,719.55,1130.62,808.03,684.23,0.85,0.47,0.08,0.07
orf19.7232,Chr1,IRR1,1,1023.17,1371.96,1127.43,775.49,0.69,0.21,0,0.07
orf19.6193,Chr1,TAF145,1,372.12,475.87,366.29,299.11,0.82,0.69,0.69,1.09
orf19.6884,Chr2,GWT1,1,632.62,934.68,724.76,604.28,0.83,0.8,0.55,0.54
orf19.3122,Chr4,ARR3,1,1849.22,7727.92,2457.64,4795.21,1.95,0.05,0,0.65
orf19.43,Chr?,,1,733.06,1143.31,879.62,737.51,0.84,0.63,0.17,0.11
orf19.7472,ChrR,HYR7/IFF4,1,342.6,499.27,342.92,326.49,0.94,0.53,0.51,6.31
orf19.1699,Chr3,BZZ1,1,1019.39,1473.88,1152.84,872.87,0.76,0.14,0.04,0.19
orf19.6141,ChrR,HXT1/HGT16,1,318.35,476.49,307.49,294.03,0.96,0.78,0.79,0.96
orf19.4410,Chr4,ALG1,1,616.31,1697.71,673.56,1035.54,1.54,0.01,0,0.21
orf19.6813,Chr3,,1,277.92,438.62,262.63,275.28,1.05,0.5,0.56,2.14
orf19.6902,Chr7,DBP7,1,1097,2102.42,1276.81,1328.11,1.04,0.9,0.91,0.38
orf19.1009,ChrR,,1,557.72,775.83,714.97,495.34,0.69,0.98,0.98,1.73
orf19.6307,ChrR,,1,281.7,455.41,272.26,294.61,1.08,0.4,0.42,55.81
orf19.7250,Chr1,,1,2236.2,4207.58,3053.91,3208.82,1.05,0.95,0.8,0.2
orf19.30,Chr2,SPF1,1,1484.48,2679.12,1724.01,1617.85,0.94,0.72,0.55,0.17
orf19.7121,Chr7,,1,1370.61,4540.66,1618.06,2672.95,1.65,0.09,0.06,0.34
orf19.3671,Chr1,,1,241.63,388.93,210.89,232.51,1.1,0.6,0.64,4.19
orf19.6580,Chr7,,1,313.01,389.9,298.22,231.38,0.78,0.67,0.7,0.84
orf19.6610,Chr2,STU2,1,628.98,903.06,700.44,515.44,0.74,0.22,0.09,0.27
orf19.188,Chr2,,1,552.16,833.04,578.01,494.74,0.86,0.56,0.24,0.25
orf19.5771,Chr6,PBP2,1,1512.31,2307.3,1727.03,1399.27,0.81,0.71,0.33,0.31
orf19.6024,Chr1,,1,273.28,421.81,252.65,270.34,1.07,0.46,0.48,2.05
orf19.740,Chr4,,1,1208.63,3019.2,1439.97,1875.18,1.3,0.14,0.07,0.43
orf19.4094,Chr2,,1,252.37,348.36,239.72,238.97,1,0.59,0.62,13.91
orf19.4125,Chr2,PZF1,1,852.96,1172.08,944.27,649.83,0.69,0.3,0.15,0.33
orf19.5233,Chr1,,1,298.99,403.04,297.85,258.92,0.87,0.88,0.9,2.2
orf19.7554,ChrR,SGE1,1,2399.75,2277.01,2655.88,1294.76,0.49,0.27,0.07,0.38
orf19.6736,Chr3,,1,1325.01,2091.61,1570.74,1243.84,0.79,0.43,0.07,0.18
orf19.3956,Chr5,,1,405.55,570.61,427.44,375.26,0.88,0.77,0.73,0.59
orf19.6220.4,Chr1,,1,861.76,1243.14,944,705.38,0.75,0.21,0.03,0.17
orf19.4320,Chr5,,1,210.44,277.25,176.35,175.39,0.96,0.53,0.55,7.03
orf19.7499,ChrR,,1,2287.78,3796.98,2837.77,2373.68,0.84,0.35,0.16,0.19
orf19.6883,Chr2,KES1,1,1756.39,2967.45,2046.14,1724.82,0.84,0.67,0.18,0.19
orf19.3361,Chr1,YAT2,1,329.82,428.09,307.5,256.04,0.81,0.6,0.6,2.44
orf19.6043,Chr1,DLD4,1,949.18,1624.16,1105.4,1038.98,0.94,0.89,0.18,0.09
orf19.6417,ChrR,TSR1,1,1803.06,2379.48,2031.06,1394.96,0.69,0.29,0.08,0.22
orf19.7545,ChrR,,1,353.5,537.7,355.58,333.37,0.94,0.81,0.79,2.01
orf19.2315,Chr1,RTG3,1,1267.7,1720.54,1470.91,1120.4,0.76,0.04,0.1,0.3
orf19.444,Chr1,,1,385.06,623,389.22,391.12,1,0.71,0.67,0.75
orf19.7231,Chr1,FTR2,1,2343.67,3207.53,2715.23,2050.56,0.76,0.7,0.35,0.43
orf19.5521,Chr6,ISA1,1,1116.81,1947.17,1439.4,1342.45,0.93,0.88,0.02,0.04
orf19.947,Chr5,MRP17,1,503.1,677.47,527,402.44,0.76,0.39,0.15,0.31
orf19.1778,Chr2,,1,249.75,334.54,228.06,214.58,0.94,0.67,0.72,6.59
orf19.2426,ChrR,,1,2214.65,3820.38,2763.9,2367.16,0.86,0.13,0.25,0.14
orf19.5532,Chr6,,1,310.75,551.72,331.28,386.01,1.17,0.55,0.53,5.35
orf19.4943,Chr1,PSA2,1,1601.93,4821.91,1971.23,2986.31,1.51,0.01,0,0.31
orf19.2678,Chr4,BUB1,1,1000.2,1110.49,1103.98,651.6,0.59,0.14,0,0.12
orf19.5342,Chr4,MTR2,1,811.01,1841.44,954.27,1103.12,1.16,0.58,0.12,0.22
orf19.1593,Chr2,RIM11(GSK3)/RIM11,1,729.87,1387.58,857.51,919.34,1.07,0.92,0.85,0.33
orf19.4625,Chr4,TOA2,1,414.23,857.87,436.82,532.71,1.22,0.36,0.31,0.6
orf19.4591,Chr4,CTN2/CAT2,1,2863.39,4972.51,3366.8,2689.52,0.8,0.48,0.14,0.27
orf19.1105.2,Chr5,CSU51,1,15249.5,21151.92,26157.41,20993.54,0.8,0.94,0.68,0.91
orf19.3093,Chr4,MSH2,1,1367.66,3429.89,1575.68,1946.4,1.24,0.6,0.03,0.22
orf19.1032,Chr1,SKO1(ACR1)/SKO1,1,470.71,751.73,505.61,491.33,0.97,0.95,0.95,0.41
orf19.6789,Chr3,NUD1,1,381.39,533.09,388.02,321.92,0.83,0.82,0.8,1.27
orf19.3084,Chr4,SAS4,1,487.21,1287.89,538.52,819.41,1.52,0.06,0.02,0.72
orf19.4089,Chr2,SGT1,1,803.25,1860.16,913.31,1060.73,1.16,0.6,0.27,0.36
orf19.4791,Chr1,,1,704.08,1068.4,762.55,637.56,0.84,0.36,0.02,0.1
orf19.6411,ChrR,VAC14/YLR386W,1,630.58,1005.61,683.1,593.27,0.87,0.71,0.34,0.29
orf19.782,Chr1,,1,661.71,1304.41,724.33,778.12,1.07,0.73,0.26,0.15
orf19.3126,Chr4,CCT6,1,1405.11,4470.01,1612.36,2505.84,1.55,0.3,0,0.3
orf19.5486,Chr2,SMD2,1,665.72,1380.46,746.47,823.37,1.1,0.77,0.52,0.29
orf19.6820,Chr3,TAF122,1,1474.5,2213.09,1841.35,1460.27,0.79,0.38,0,0.08
orf19.7673,ChrR,SMD1,1,1233.89,3260.53,1567.27,2044.44,1.3,0.42,0.05,0.49
orf19.2695,Chr4,UBR1,1,499.84,1035.48,514.77,618.03,1.2,0.72,0.66,1.11
orf19.3957,Chr5,FOL2,1,761.49,1063.34,888.45,709.61,0.8,0.77,0.44,0.57
orf19.3110,Chr4,,1,388.33,588.37,390.24,362.23,0.93,0.86,0.85,0.61
orf19.7073,Chr7,,1,379.38,897.57,388.16,590.21,1.52,0.05,0.05,0.92
orf19.6208,Chr1,MEF2,1,689.28,1066.08,739.17,625.55,0.85,0.4,0.04,0.14
orf19.7576,ChrR,,1,582.13,1085.65,667.82,694.04,1.04,0.69,0.56,0.38
orf19.2867,Chr4,VPS5,1,1048.8,2354.86,1166,1476.2,1.27,0.57,0.27,2.74
orf19.3756,Chr1,ROK1/CHR1,1,1949.26,3060.5,2294.15,1906.32,0.83,0.76,0.25,0.19
orf19.4219,Chr5,VCP1,1,770.29,986.18,862.74,593.16,0.69,0.46,0.2,0.48
orf19.7395,Chr3,,1,176.48,306.87,136.07,200.72,1.28,0.48,0.53,3.52
orf19.5871,Chr3,SNF5,1,1389.62,1812.05,1594.32,1082.57,0.68,0.1,0.02,0.19
orf19.5798,Chr2,DNL1(DNL4)/LIG4/CDC9,1,607.87,1037.19,682.87,638.33,0.93,0.6,0.52,0.22
orf19.593,Chr5,SWA2/FGR32,1,1729.81,2742.46,2076.78,1739.34,0.84,0.57,0.25,0.22
orf19.2887,Chr4,,1,1917,7986.56,2315.24,4563.2,1.97,0.09,0.05,0.54
orf19.2410,ChrR,IMH1/SYS3,1,464.33,644.94,488.96,387.8,0.79,0.61,0.47,0.69
orf19.1223,Chr2,DBF2,1,664.07,983.9,717.33,568.23,0.79,0.39,0.02,0.12
orf19.1886,Chr2,RCL1,1,1408.65,2957.06,1664.9,1836.94,1.1,0.49,0.44,0.28
orf19.2071,Chr2,,1,196.21,307.45,157.47,195.64,1.17,0.5,0.55,6.94
orf19.2097,Chr2,RAD5,1,687.79,1127.19,747.15,648.05,0.87,0.9,0.85,4.09
orf19.3465,Chr2,RPL10A,1,25318.18,30952.68,30669.62,19418.36,0.63,0.72,0.55,0.54
orf19.7488,ChrR,IMP3,1,465.07,923.79,508.76,564.32,1.11,0.55,0.53,0.77
orf19.4703,Chr4,,1,620.23,872.75,687.69,543.88,0.79,0.72,0.47,0.65
orf19.5163,Chr7,SFI1,1,514.76,758.76,530.09,448.2,0.85,0.76,0.58,0.58
orf19.2170,Chr2,,1,1718.81,2558.94,1968.58,1540.44,0.78,0.38,0.26,0.36
orf19.1802,Chr4,,1,618.58,1298.72,699.08,792.56,1.13,0.47,0.1,0.22
orf19.4013,Chr5,,1,416.97,550.56,435.92,357.16,0.82,0.89,0.88,4.49
orf19.3392,Chr6,DOG1,1,1058.72,2515.48,1247.58,1561.74,1.25,0.52,0.08,0.47
orf19.200,Chr2,THO1,1,1097.66,1447.14,1259.06,829.01,0.66,0.27,0,0.13
orf19.2755,Chr4,PRE7,1,4002.58,11947.35,5008.95,7042.9,1.41,0.17,0.09,0.51
orf19.1581,Chr2,,1,190.96,264.59,152.11,170.55,1.02,0.53,0.58,4.03
orf19.5242,Chr1,CDC6,1,270.19,387.95,244.55,234.6,0.96,0.81,0.84,1.73
orf19.6390,ChrR,,1,198.98,289.14,162.2,186.08,1.07,0.51,0.56,5.38
orf19.2355,Chr6,ALS2/ALS10,1,366.9,595.76,371.83,375.56,1.01,0.62,0.63,1.39
orf19.7466,ChrR,ACC1,1,15572.15,28497.58,17989.55,15897.52,0.88,0.95,0.88,0.37
orf19.552,ChrR,AUT4,1,230.16,375.23,196.7,233.25,1.17,0.36,0.41,12.68
orf19.1961,Chr5,,1,811.29,949.55,908.94,564.76,0.62,0.33,0.01,0.22
orf19.7221,Chr1,SET3,1,1313.89,1786.48,1516.11,1065.45,0.7,0.06,0,0.09
orf19.4040,Chr5,ILV3,1,3813.14,5045.75,4568.15,3021.94,0.66,0.76,0.2,0.25
orf19.2734,Chr4,,1,373.84,582.05,377.28,363.83,0.96,0.69,0.66,5.78
orf19.5625,Chr6,,1,359.8,618.3,365.38,395.68,1.08,0.65,0.66,0.7
orf19.3384,Chr4,RBT12,1,684.11,1175.94,772.05,771.21,1,0.83,0.67,1.19
orf19.2460,Chr1,,1,919.15,988.41,1017.36,580.85,0.57,0.71,0.52,2.16
orf19.2760,Chr4,CFT1,1,568.09,799.28,594.33,456.3,0.77,0.26,0,0.06
orf19.5609,Chr6,,1,396.04,713.22,402.89,428.38,1.06,0.65,0.59,3.8
orf19.3530,Chr2,CKA2,1,2578.5,4036.85,3051.57,2443.24,0.8,0.56,0.02,0.12
orf19.2111.2,Chr2,TFG2/RPL38,1,834.95,1791.16,991.37,1174.28,1.18,0.42,0.02,0.16
orf19.4388,ChrR,TAF47,1,513.28,918.77,557.84,576.31,1.03,0.69,0.51,0.23
orf19.6358,Chr1,MMS2,1,865.63,1873.09,1021.32,1159.72,1.14,0.42,0.27,0.25
orf19.4170,Chr4,CIS34(IFL3:PIR3),1,243.66,414.46,219.86,268.03,1.22,0.29,0.36,14.05
orf19.3423,Chr6,TIF3,1,1294,2073.89,1444.22,1183.14,0.82,0.89,0.57,0.3
orf19.5400,Chr3,,1,269.15,395.5,246.62,248.8,1.01,0.74,0.78,1.94
orf19.1569,Chr2,UTP22,1,1134.12,1754.72,1260.55,1026.06,0.81,0.55,0.13,0.18
orf19.5263,Chr1,SER33,1,5287.66,13819.5,6176.66,7857.04,1.27,0.44,0.11,0.42
orf19.6316.4,ChrR,,1,634.07,801.4,699.84,480.07,0.69,0.12,0.03,0.21
orf19.5282,Chr1,,1,1733.78,3338.07,2222.88,2326.24,1.05,0.96,0.91,0.21
orf19.2564,ChrR,,1,305.22,509.43,290.57,308.54,1.06,0.51,0.53,19.51
