orf,gene,A21_CHROMOSOME,WtMean2,MutMean2,fold.mut.by.wt,sd.ratio,p,p.paired,A21_START,A21_STOP,A21_STRAND,A19_CONTIG,A19_STRAND,A19_START,A19_STOP,CGH Ratio,CGH sd
orf19.74,SEC5,Ca21chr6,85.40220824,97.87156402,1,0.219948359,0.970359993,0.427103447,919494,916615,C,Contig19-10031,W,2288,3667,0.949038462,0.025184898
orf19.73,,Ca21chr6,276.5680666,233.7773027,0.845279448,0.405682045,0.360046529,0.180281747,920465,923449,W,Contig19-10031,C,1317,1,0.957185449,0.035446099
orf19.1075,,Ca21chr6,285.8846183,285.8279106,0.999801988,0.137789471,0.998730824,0.956050707,924998,923865,C,Contig19-10090,C,1422,340,0.946536575,0.100938584
orf19.1077,ATM1,Ca21chr6,281.7349678,329.7114188,1.170779846,0.814468088,0.864600608,0.64463529,930521,928269,C,Contig19-10090,C,6945,4693,0.978830627,0.044872102
orf19.1078,HBR2,Ca21chr6,4491.855574,3816.101651,0.849560185,0.224228791,0.135948453,0.168302161,932489,931212,C,Contig19-10090,C,8912,7636,0.973085242,0.038786163
orf19.1080,,Ca21chr6,11.21596686,31.54063786,1,43.27106438,0.611057612,0.513190247,934133,935740,W,Contig19-10090,W,10556,12163,1.02459536,0.092691545
orf19.1082.1,,Ca21chr6,8772.499236,9824.506193,1.119921009,0.515849504,0.649612662,0.186738195,937165,937416,W,Contig19-10090,W,13588,13839,1.019093,0.132855642
orf19.1083,,Ca21chr6,281.9991407,505.6370905,1.793044792,0.733865439,0.228152329,0.151484877,938440,937757,C,Contig19-10090,C,14863,14180,0.96430498,0.042233593
orf19.1084,CDC39,Ca21chr6,978.957028,1274.03813,1.301423958,0.162539381,0.467273251,0.001661988,940096,946146,W,Contig19-10090,W,16519,22569,0.997189612,0.054339262
orf19.1085,,Ca21chr6,510.464056,607.9541961,1.190983359,0.167623048,0.381137143,0.047574148,946663,947361,W,Contig19-10090,W,23086,23784,1.022215945,0.057861284
orf19.1086,,Ca21chr6,2923.937651,2480.293792,0.848271779,0.35706726,0.385115601,0.449809644,948405,950273,W,Contig19-10090,W,24828,26696,0.966698062,0.042126436
orf19.1087,,Ca21chr6,135.6096266,133.3309353,0.983237887,1.251117258,0.91218882,0.707536478,950736,953156,W,Contig19-10090,W,27129,29579,0.961184689,0.04452659
orf19.1089,PEX11,Ca21chr6,2450.42648,2534.317719,1.034235362,0.214221824,0.952580687,0.658590213,953697,954434,W,Contig19-10090,W,30120,30857,0.974589556,0.059822387
orf19.1090,,Ca21chr6,375.0156028,366.523235,0.977354628,0.255725415,0.79233498,0.754239152,954968,954621,C,Contig19-10090,C,31391,31044,0.999435373,0.058342419
orf19.1091,,Ca21chr6,940.7760786,574.034129,0.610062761,0.405865306,0.661595991,0.068211083,955195,957267,W,Contig19-10090,W,31618,33690,0.954761384,0.036912799
orf19.1092,,Ca21chr6,245.3534214,214.7788819,0.875385722,1.141331134,0.950926305,0.909169934,957611,959170,W,Contig19-10090,W,34034,35593,0.964693705,0.030809596
orf19.1093,FLO8,Ca21chr6,618.022201,392.9707775,0.635852202,0.283702737,0.079754344,0.05501552,962185,959807,C,Contig19-10090,C,38683,36230,1.050926494,0.081116031
orf19.1095,,Ca21chr6,298.7236425,467.6292866,1.565424426,0.651137629,0.059820678,0.053000056,965793,964642,C,Contig19-10090,C,42216,41065,0.967919072,0.037979232
orf19.1096,,Ca21chr6,355.4952442,295.956674,0.832519362,0.281176376,0.638501694,0.308738025,966081,968720,W,Contig19-10090,W,42504,45143,0.975479578,0.022375795
orf19.1097,ALS2,Ca21chr6,1488.786853,1347.24015,0.904924803,0.719235206,0.66180105,0.443191438,971454,978542,W,Contig19-10090,W,47877,55301,1.076525217,0.309374682
orf19.2124,,Ca21chr6,434.7285339,634.5139713,1.459563663,1.446320343,0.325711056,0.037054223,985627,984557,C,Contig19-10140,C,10351,9281,1.029515476,0.237293317
orf19.2125,,Ca21chr6,729.1402599,964.7951324,1.322893143,27.48213985,0.485937321,0.191128101,986080,986535,W,Contig19-10140,W,10804,11262,1.020486014,0.076699911
orf19.2127,,Ca21chr6,1103.869406,1319.58816,1.195420539,0.693982007,0.512736279,0.445063855,987902,989053,W,Contig19-10140,W,13430,13777,1.089928377,0.147612905
orf19.2129,,Ca21chr6,377.19894,323.6574538,0.858055046,0.447171705,0.881276755,0.816839151,991538,989037,C,Contig19-10140,C,16262,13761,1.062219652,0.134211538
orf19.2128,,Ca21chr6,232.327946,203.6241661,0.876451454,0.203141836,0.61863713,0.125760561,991541,992731,W,Contig19-10140,W,16244,17455,1.027673764,0.06555505
orf19.2131,,Ca21chr6,810.3155492,850.0300777,1.049011189,0.33014947,0.657702797,0.519977581,995441,993111,C,Contig19-10140,C,20165,17835,1.021668444,0.094801014
orf19.2132,,Ca21chr6,93.96004155,173.8694127,1.850461215,0.122241952,0.211095815,0.003882057,996225,995524,C,Contig19-10140,C,20949,20248,1.06926099,0.167180209
orf19.2133,LIP4,Ca21chr6,3.700898511,0,1,0.39385736,0.191043561,0.191043561,998012,999391,W,Contig19-10140,W,22736,24115,1.037426244,0.100018734
orf19.2135,TSM1,Ca21chr6,1104.226997,997.2091629,0.903083484,0.289328399,0.838372239,0.343370313,1003738,999461,C,Contig19-10140,C,28463,24185,1.040355266,0.121909544
orf19.2137,,Ca21chr6,30.55423182,35.97786258,1,18.77460354,0.540153686,0.301983245,1005292,1003841,C,Contig19-10140,C,30017,28566,1.02717002,0.093981577
orf19.2138,ILS1,Ca21chr6,2754.52339,3245.47068,1.178233117,0.31352898,0.381900212,0.115481202,1005464,1008730,W,Contig19-10140,W,30189,33455,1.016230103,0.107715424
orf19.2143,,Ca21chr6,552.8530436,528.6184952,0.956164575,0.239418894,0.87511979,0.618153674,1011582,1008739,C,Contig19-10140,C,36307,33464,1.044031005,0.144102982
orf19.2146,,Ca21chr6,1849.512777,1798.643687,0.972495951,0.270590048,0.853447585,0.820442006,1013409,1012261,C,Contig19-10140,C,38134,36986,1.021771724,0.145318521
orf19.2149,,Ca21chr6,423.1785506,384.2968132,0.908119782,0.147054982,0.579243932,0.246951929,1015748,1013475,C,Contig19-10140,C,40473,38200,1.074528036,0.209182337
orf19.2150,,Ca21chr6,2835.137213,3522.726079,1.242524017,0.365905965,0.571863559,0.155674692,1015905,1016894,W,Contig19-10140,W,40630,41619,1.000907493,0.090637922
orf19.2151,NAG6,Ca21chr6,4037.873676,3402.644151,0.84268217,0.395748126,0.298750978,0.448955164,1016993,1019365,W,Contig19-10140,W,41718,44090,1.057825025,0.166129125
orf19.2154,HXK1,Ca21chr6,381.2351863,415.5293472,1.089955393,0.333892777,0.980011833,0.951473454,1019511,1020992,W,Contig19-10140,W,44236,45717,1.107720185,0.19457438
orf19.2156,NAG1,Ca21chr6,2315.722525,2397.270449,1.035214894,0.364098483,0.924327478,0.738964669,1021981,1021235,C,Contig19-10140,C,46508,45960,1.072351427,0.203402803
orf19.2157,DAC1,Ca21chr6,1124.052195,1313.134339,1.168214737,0.166897027,0.688873196,0.018232904,1022223,1023464,W,Contig19-10140,W,46949,48190,1.066480172,0.17283041
orf19.2158,NAG3,Ca21chr6,1461.57725,1119.867359,0.7662047,0.617202204,0.245427999,0.292029438,1025158,1023473,C,Contig19-10140,C,49883,48199,1.094502585,0.22619884
orf19.2160,NAG4,Ca21chr6,185.1514636,99.15627952,0.536441594,0.551792491,0.165707476,0.22510403,1027113,1025368,C,Contig19-10140,C,51838,50093,1.124863544,0.212663902
orf19.2163,,Ca21chr6,1731.79372,1764.460921,1.018863217,0.357162068,0.980120979,0.956196952,1028818,1031331,W,Contig19-10140,W,53543,56056,1.150218938,0.297744086
orf19.7125,,Ca21chr7,392.44771,410.1441439,1.045092463,0.309872889,0.957506137,0.893887002,1155,97,C,Contig19-10262,W,242919,243977,1.735312394,0.278673655
orf19.7124,RVS161,Ca21chr7,4456.013014,7005.086483,1.572052519,0.533531951,0.126598311,0.005176775,2040,1246,C,Contig19-10262,W,241947,242828,1.565083902,0.146354271
orf19.7123,,Ca21chr7,2114.957382,3842.717318,1.816924233,0.608661683,0.092393249,0.071397317,2278,2769,W,Contig19-10262,C,241796,241305,1.68154305,0.27169697
orf19.7121,,Ca21chr7,1403.922573,2499.752557,1.780548732,0.527782798,0.082332563,0.074968141,3421,2747,C,Contig19-10262,W,240653,241327,1.634750172,0.27380291
orf19.7119,,Ca21chr7,1043.296217,1759.484395,1.686466764,0.58339944,0.003913165,0.020900728,5761,3464,C,Contig19-10262,W,238313,240610,1.66568383,0.238254452
orf19.7118,,Ca21chr7,3295.846155,4179.365187,1.268070471,0.464474359,0.429625509,0.202231755,6467,5799,C,Contig19-10262,W,237607,238275,1.799102992,0.274722191
orf19.7116,,Ca21chr7,1935.014642,3797.717667,1.962629938,0.614970981,0.015464314,0.003199162,7476,6523,C,Contig19-10262,W,236598,237551,1.579998378,0.23370777
orf19.7115,SAC7,Ca21chr7,685.4758999,1113.13701,1.623889345,0.707222993,0.096710169,0.022857143,9430,7583,C,Contig19-10262,W,234644,236491,1.683530894,0.310105867
orf19.7114,CSA1,Ca21chr7,310.6070148,359.9836368,1.158968148,1.701737934,0.34837817,0.352558803,13080,10024,C,Contig19-10262,W,230994,234050,1.354306343,0.187478405
orf19.7112,FRP2,Ca21chr7,584.4279076,839.661416,1.436723683,0.458256211,0.131220563,0.015311516,14047,15825,W,Contig19-10262,C,230027,228249,1.574310379,0.15376808
orf19.7111.1,SOD3,Ca21chr7,1195.080385,2039.6721,1.70672377,0.579784485,0.005426136,0.014689798,15982,16662,W,Contig19-10262,C,228092,227412,1.704689249,0.142360857
orf19.7111,,Ca21chr7,9865.318917,17290.63609,1.752668741,3.934171923,0.06315995,0.069394306,16744,17208,W,Contig19-10262,C,227354,226866,1.581517504,0.061811307
orf19.7110,,Ca21chr7,314.5639254,685.3010009,2.178574673,0.47856943,0.000695373,0.000436702,17255,18298,W,Contig19-10262,C,226819,225776,1.624556565,0.218399264
orf19.7109,,Ca21chr7,1587.91765,2653.406588,1.670997604,0.684256755,0.023418423,0.027971815,18851,18321,C,Contig19-10262,W,225223,225753,1.655168137,0.186767363
orf19.7108,,Ca21chr7,5539.354554,11412.24486,2.060212025,0.433530837,0.123455553,0.000251956,19179,19871,W,Contig19-10262,C,224895,224203,1.627154088,0.248401953
orf19.7107,,Ca21chr7,1439.80737,3074.517885,2.135367514,0.327201086,0.014412995,0.01179728,20349,19888,C,Contig19-10262,W,223725,224186,1.55901668,0.075285396
orf19.7106,,Ca21chr7,739.899897,1005.682739,1.359214595,1.033667585,0.457540392,0.099201365,21072,23375,W,Contig19-10262,C,223002,220699,1.584280868,0.146920561
orf19.7105,FAR1,Ca21chr7,3.613653812,197.5730171,46.15846361,214.6491979,0.000189697,0.002948135,23536,25842,W,Contig19-10262,C,220538,218232,1.602521541,0.179969498
orf19.7104,,Ca21chr7,727.7734229,1493.405001,2.05201915,0.998906981,0.008634859,0.004099706,26062,27036,W,Contig19-10262,C,218012,217038,1.660257951,0.159165082
orf19.7103,,Ca21chr7,658.8623093,1505.872685,2.285565078,1.076589625,0.192801673,0.002764699,27138,28232,W,Contig19-10262,C,216936,215842,1.643674618,0.278971722
orf19.7102,,Ca21chr7,439.6310916,658.0204853,1.496756025,1.015939414,0.507018403,0.189430909,30551,31618,W,Contig19-10262,C,213523,212456,1.599021003,0.064053914
orf19.7101,,Ca21chr7,589.3518536,729.338776,1.237177037,23.39247114,0.476777747,0.216903402,30591,28225,C,Contig19-10262,W,213396,215849,1.598426006,0.182828519
orf19.7100,,Ca21chr7,229.0520623,198.0255638,0.864642394,1.660919711,0.912522579,0.630912858,31779,33545,W,Contig19-10262,C,212295,210529,1.530597807,0.069744879
orf19.7098,,Ca21chr7,382.4790029,1009.939394,2.640509377,1.484170404,0.00465983,0.002380293,33810,34454,W,Contig19-10262,C,210264,209620,1.545361589,0.206510738
orf19.7097,,Ca21chr7,2068.931841,3262.237483,1.576773782,0.486145074,0.047946176,0.022650079,35195,34632,C,Contig19-10262,W,208879,209442,1.515322637,0.082612028
orf19.7096,,Ca21chr7,1267.914772,1450.59427,1.144078689,0.400793162,0.339790268,0.423649491,38295,35365,C,Contig19-10262,W,205779,208709,1.550445837,0.113713425
orf19.7095,,Ca21chr7,1353.044819,2595.549247,1.918302492,0.444327583,0.002408072,0.00178688,38507,39679,W,Contig19-10262,C,205567,204395,1.55363309,0.148307502
orf19.7094,HGT12,Ca21chr7,263.4172872,194.8927127,0.740495741,0.429961338,0.48076375,0.217909469,41587,43167,W,Contig19-10262,C,202487,200907,1.541741194,0.216515176
orf19.7093,HGT13,Ca21chr7,157.7768741,169.9790019,1.077337872,3.854823668,0.920861185,0.893507545,45102,43379,C,Contig19-10262,W,198972,200695,1.534347221,0.081303076
orf19.7092,,Ca21chr7,938.5809366,2104.598597,2.242319778,0.860587969,0.001464786,0.002635118,46309,47109,W,Contig19-10262,C,197765,196965,1.521793629,0.067456242
orf19.7091,,Ca21chr7,2586.611992,2853.266893,1.103090414,0.340091718,0.696166372,0.466230433,47988,47152,C,Contig19-10262,W,196086,196922,1.595935978,0.16362041
orf19.7089,PMR1,Ca21chr7,1570.116702,2101.197926,1.338243153,0.5152233,0.222209961,0.082083161,51214,48461,C,Contig19-10262,W,192860,195613,1.619332361,0.17144294
orf19.7088,,Ca21chr7,549.5471446,874.6850205,1.591646921,0.327369316,0.045643005,0.001648896,52855,51707,C,Contig19-10262,W,191219,192367,1.614600321,0.3092338
orf19.7086,,Ca21chr7,543.796698,835.8195242,1.537007354,0.592678481,0.043817936,0.05345548,55866,52951,C,Contig19-10262,W,188208,191123,1.546166273,0.194033863
orf19.7085,,Ca21chr7,11281.04979,13708.30545,1.215162215,1.124790425,0.273911871,0.180848386,57377,56058,C,Contig19-10262,W,186697,188016,1.462780159,0.057590941
orf19.7084,DFI1,Ca21chr7,1902.596539,3286.150889,1.727192719,0.925119136,0.004700395,0.046667954,59071,60084,W,Contig19-10262,C,185003,183990,1.571695164,0.198367279
orf19.7083,DCC1,Ca21chr7,177.4117988,256.305506,1.445631995,0.823891319,0.784072989,0.712614575,60279,61298,W,Contig19-10262,C,183795,182776,1.455064729,0.04952943
orf19.7082,,Ca21chr7,246.9805957,625.4666142,2.532452449,1.135207299,0.271898501,0.023316761,61437,62255,W,Contig19-10262,C,182637,181819,1.551409682,0.228191138
orf19.7081,SPL1,Ca21chr7,4140.369607,5679.326146,1.371695449,0.545835677,0.429580352,0.199128236,62478,63944,W,Contig19-10262,C,181596,180130,1.519042887,0.222756417
orf19.7080,LEU2,Ca21chr7,1285.420118,2520.980338,1.961211204,0.67015808,0.409630664,0.003528987,64158,65279,W,Contig19-10262,C,179916,178795,1.522305661,0.102903435
orf19.7079,,Ca21chr7,217.1853307,177.5768642,0.817768104,0.160165857,0.882953959,0.061179071,68746,65303,C,Contig19-10262,W,175328,178771,1.544902498,0.174919073
orf19.7078,,Ca21chr7,570.775222,1093.034742,1.915000336,0.186926589,0.302383911,0.007009242,69539,69078,C,Contig19-10262,W,174535,174996,1.515016319,0.079135349
orf19.7077,,Ca21chr7,1640.5708,2316.547164,1.4120373,0.983249707,0.518197522,0.10585034,70601,72361,W,Contig19-10262,C,173473,171713,1.525827465,0.11458567
orf19.7076,,Ca21chr7,4690.109614,5993.30615,1.277860571,0.25523486,0.168533571,0.021482854,74332,72658,C,Contig19-10262,W,170010,171416,1.554567026,0.183293013
orf19.7074,,Ca21chr7,284.1828535,567.6453431,1.99746514,1.099815868,0.020858395,0.015850894,75454,74657,C,Contig19-10262,W,168620,169417,1.491587369,0.089072783
orf19.7073,,Ca21chr7,178.6337536,380.2043543,2.128401528,1.858623715,0.00692816,0.034690136,75620,76342,W,Contig19-10262,C,168454,167732,1.494631128,0.068037397
orf19.7072,PEL1,Ca21chr7,614.026317,752.0680134,1.224813974,0.509102223,0.772883502,0.601879904,77930,76425,C,Contig19-10262,W,166144,167649,1.571258593,0.176556568
orf19.7071,FGR2,Ca21chr7,155.1463498,151.7062399,0.977874216,0.71353901,0.955624416,0.707444392,79446,80990,W,Contig19-10262,C,164628,163084,1.54573668,0.114244177
orf19.7070,,Ca21chr7,31.78610957,90.94388806,1,1.391046218,0.770330075,0.228667143,81346,81816,W,Contig19-10262,C,162728,162258,1.6241563,0.263282471
orf19.7069,,Ca21chr7,373.9953248,851.2716334,2.276155815,1.387350619,0.166850076,0.023410456,81905,81174,C,Contig19-10262,W,162169,162900,1.597002606,0.256041895
orf19.7068,MAC1,Ca21chr7,143.2456629,205.9392299,1.437156047,1.303458477,0.813113256,0.266427793,82584,83879,W,Contig19-10262,C,161490,160195,1.504358224,0.103646156
orf19.7067,,Ca21chr7,821.5668672,930.332161,1.132387634,0.7353982,0.629348252,0.157392854,84177,87452,W,Contig19-10262,C,159897,156622,1.519697187,0.13981464
orf19.7065,PSF3,Ca21chr7,491.3523226,948.2204504,1.929817784,1.445555023,0.264748378,0.381439289,88111,87578,C,Contig19-10262,W,155963,156496,1.50142596,0.047019892
orf19.7064,GLN4,Ca21chr7,1005.669678,1654.814163,1.645212138,13.09064453,0.531077684,0.137459561,91080,88681,C,Contig19-10262,W,152994,155393,1.473633853,0.101895319
orf19.7063,,Ca21chr7,348.9254943,639.5932505,1.83303674,0.478537726,0.145502518,0.005104912,92165,91359,C,Contig19-10262,W,151909,152715,1.546974349,0.08263335
orf19.7062,RPA135,Ca21chr7,1031.55365,1999.580518,1.938416405,0.78297293,0.356945637,0.021341447,92423,95923,W,Contig19-10262,C,151651,148151,1.53333196,0.106954328
orf19.7061,,Ca21chr7,155.4587604,350.7650314,2.253905664,33.85609865,0.237516835,0.048600975,96723,96043,C,Contig19-10262,W,147351,148031,1.557097894,0.129890216
orf19.7060,,Ca21chr7,824.0594914,1003.881857,1.218215272,0.606646886,0.276265068,0.32008944,96928,97902,W,Contig19-10262,C,147146,146172,1.555990588,0.082118082
orf19.7059,,Ca21chr7,132.4755836,276.7889776,2.086733127,8.014809473,0.267396057,0.03407218,99298,97943,C,Contig19-10262,W,144776,146131,1.572415463,0.188735217
orf19.7058,,Ca21chr7,294.1431113,401.7434161,1.365035912,43.80677864,0.373963933,0.246962279,101327,99537,C,Contig19-10262,W,142747,144537,1.493737527,0.11200236
orf19.7057,,Ca21chr7,1184.887416,1616.571493,1.364324974,0.421933883,0.579554533,0.021346099,101629,103806,W,Contig19-10262,C,142445,140268,1.512751341,0.133404892
orf19.7056,,Ca21chr7,19.68486797,14.84102016,1,5.220214402,0.772619714,0.606927868,105816,103977,C,Contig19-10262,W,138258,140097,1.582210089,0.188179976
orf19.7055,,Ca21chr7,0,0,1,0,NA,NA,106646,106320,C,Contig19-10262,W,137428,137754,1.413560208,0.116974005
orf19.7054,,Ca21chr7,144.197827,101.707912,0.705335955,0.137870972,0.684840442,0.141595652,114110,114475,W,Contig19-10262,C,129964,129599,1.690480452,0.18671714
orf19.7053,GAC1,Ca21chr7,889.3951368,1832.033969,2.059865062,0.977582244,0.238113907,0.002667692,115894,117909,W,Contig19-10262,C,128180,126165,1.490224578,0.053895902
orf19.7052,,Ca21chr7,331.0667212,313.2423273,0.94616072,2.180325026,0.651234626,0.466647706,126245,122844,C,Contig19-10262,W,117829,121230,1.480347097,0.071367562
orf19.7051,,Ca21chr7,119.9281745,259.518717,2.160948085,59.39765766,0.174080087,0.132781593,126561,127202,W,Contig19-10262,C,117513,116872,1.449414858,0.080612087
orf19.7050,NOP15,Ca21chr7,200.1922469,362.1036308,1.807274876,67.73338084,0.207654473,0.15790023,127379,128182,W,Contig19-10262,C,116695,115892,1.447527653,0.089581153
orf19.7049,CYB5,Ca21chr7,925.6343668,1324.33833,1.430735912,0.700484315,0.67928561,0.356738367,129228,129608,W,Contig19-10262,C,114846,114466,1.433473418,0.084213868
orf19.7048.1,RPS28B,Ca21chr7,5953.981421,9067.037848,1.522852896,0.722283238,0.074360534,0.146256955,131585,131860,W,Contig19-10262,C,112489,112214,1.408344227,0.114384727
orf19.7047,RTF1,Ca21chr7,1086.33992,1307.436203,1.203524034,1.046049953,0.966553744,0.901732823,132567,134273,W,Contig19-10262,C,111507,109641,1.456640565,0.106012701
orf19.7046,MET28,Ca21chr7,2525.475097,4045.230091,1.601769939,0.676267824,0.051907407,0.080608339,135510,136031,W,Contig19-10262,C,108404,107883,1.407136129,0.116098013
orf19.7044,,Ca21chr7,1002.158872,1223.278854,1.220643641,0.886407651,0.676006667,0.081167912,137282,143053,W,Contig19-10262,C,106632,100861,1.473791105,0.056417235
orf19.7043.1,ACB1,Ca21chr7,0,57.68151024,1,50.06337401,0.025637233,0.025637233,143529,143912,W,Contig19-10262,C,100385,100002,1.502640612,0.117014866
orf19.7043,,Ca21chr7,3265.363191,6090.822598,1.865281821,0.630238085,0.076169927,0.029912216,144569,144060,C,Contig19-10262,W,99345,99854,1.435612775,0.04224577
orf19.7042,,Ca21chr7,687.7704042,1204.48034,1.751282598,1.017737218,0.197045579,0.075967873,145917,146819,W,Contig19-10262,C,97997,97095,1.45460422,0.069648632
orf19.7041,,Ca21chr7,191.6529809,236.7944657,1.234464085,0.435770217,0.964280816,0.699446861,148191,150485,W,Contig19-10262,C,95723,93429,1.421535113,0.083332061
orf19.7038,,Ca21chr7,641.2455209,987.6218288,1.539761557,15.49130241,0.488413911,0.129353219,150850,153243,W,Contig19-10262,C,93064,90671,1.399655517,0.063118305
orf19.7037,YAE1,Ca21chr7,383.6167796,592.0357403,1.543299907,0.506662762,0.032611365,0.013989528,153889,153347,C,Contig19-10262,W,90025,90567,1.337309444,0.135908836
orf19.7036,,Ca21chr7,3020.28116,3822.5671,1.265632866,0.492089948,0.531206759,0.05728856,154466,155746,W,Contig19-10262,C,89448,88168,1.440038959,0.067226595
orf19.7035,RFC2,Ca21chr7,209.7553331,345.1834649,1.645135488,7.005394599,0.609710892,0.129797553,156150,157241,W,Contig19-10262,C,87764,86673,1.407140774,0.067571652
